head,text,date
"
						
			Фальшивые части популярных франшиз","
В российский прокат вышел мистический хоррор от создателей «Пункта назначения», как гласит постер. Однако картина с оригинальным названием «Polaroid», не имеет ничего общего с упомянутой франшизой.
Любопытно, что это уже не первый раз, когда российский прокатчик «Экспонента» играет на ностальгии и использует в названиях намеки на популярные киноистории. Безусловно, время от времени многие отечественные дистрибьюторы себе позволяют подобную слабость, но в случае с данным прокатчиком - это уже стало обычным делом. Практически каждый второй фильм, который выходит под крылом «Экспоненты», прокатчики пытаются связать с популярными франшизами. 
Не так давно, в прокат вышел фильм «Игра Ганнибала» («Nomis»), как вы уже понимаете, данная картина также не имеет никакого отношения к известному персонажу Ганнибалу Лектору.
Впрочем, прокатчиков это нисколько не смутило, и они пошли еще дальше - вставили в русский дубляж фразу про Ганнибала Лектора, которой в оригинальной версии и в помине нет.
Точно таким же образом, «Экспонента» ""расширила"" вселенную «Омена» и «Астрала», а потрясающий байопик французского режиссера Жана-Франсуа Рише «L'Empereur de Paris» (Император Парижа), рассказывающий подлинную историю становления знаменитого во Франции сыщика по имени Видок, с легкой руки прокатчика стал носить название «Видок: Охотник на призраков».
Как далеко зайдет прокатчик в будущем остается только догадываться, если конечно не столкнется с массой судебных разбирательств.
","
13.09.2019 | 
			Filmz.ru | Сергей Горбачев"
"
						
			Возвращение «Космического джема»","
Больше двадцати лет назад в прокат вышла комедия «Космический джем» с Майклом Джорданом в главной роли, а также Биллом Мюрреем и персонажами «Looney Tunes». Сегодня стали известны подробности разработки сиквела: главную роль в картине сыграет форвард баскетбольной команды «Лос-Анджелес Лейкерс» ЛеБрон Джеймс.
Сюжет нового фильма будет выстраиваться вокруг Дома, второго сына Джеймса. Отец и сын находятся в непростых отношениях: Дом хочет быть обычным ребенком и бросать мяч в корзину ради удовольствия, а вот у отца в планах - сделать из сына величайшую звезду Баскетбола. На помощь семье приходят мультяшки «Looney Tunes», которые научат слышать друг друга и развеют все разногласия.
Режиссером картины назначен Теренс Нэнс. Сценарий написал Эндрю Додж, а продюсером выступит Райан Куглер.
Начало съёмок запланировано на 17 июня 2019 года.
","
11.02.2019 | 
			Сергей Горбачев"
"
						
			Толкин собственной персоной","
Байопик об отце «Хоббита» и «Властелина Колец» получил официальную дату проката: студия «Fox Searchlight Pictures» анонсировала попадание «Толкина» на большие экраны кинотеатров 10 мая 2019 года.
Сюжет картины будет развиваться в подростковый период Дж. Р. Р. Толкина, образ которого воплотил Николас Хоулт. Фильм расскажет о событиях, которые вдохновили будущего писателя на создание культовых произведений о мире Средиземья: поиск настоящих друзей, любви и творческого вдохновения в компании аутсайдеров, которым придется пройти множество испытаний из-за начавшейся Первой мировой войны.
В актерский состав ленты также вошли Лили Коллинз, Женевьев О’Райли, Дерек Джейкоби, Пэм Феррис, Крэйг Робертс, Лора Доннелли, Колм Мини, Энтони Бойл.
Сценарий «Толкина» написал Дэвид Глисон («Линия фронта»), за постановку в ответе Доме Карукоски («Сердце льва», «Лапландская одиссея»).
","
21.01.2019 | 
			Сергей Горбачев"
"
						
			Бумажные комиксы. «Флэш» Джошуа Уильямсона: «Беги без оглядки»","
Он гораздо быстрее меня. Настолько быстрый, что ему уже несколько раз удавалось сбежать от самой Смерти.
«Беги без оглядки» - рассказ об очередной встрече Флэша с Эобардом Тоуном, известным и как Обратный Флэш, и как Профессор Зум; некогда он был его союзником и лучшим другом, но затем стал злейшим врагом. Написав в XXV веке книгу «Жизнь и времена Флэша, величайшего героя на свете» и заняв должность куратора Музея Флэша, он вновь возвращается в наши дни, чтобы сделать своему былому кумиру ещё больнее, чтобы заставить его страдать сильнее прежнего…
Ты помог мне осознать, кто я такой на самом деле. И что я должен сделать… Я должен наполнить твою жизнь той же болью, которую тогда пережил сам… Это и стало смыслом моего существования.
Ранее Тоун убил мать Барри Аллена (преступление, в котором долгие годы обвиняли его отца) – теперь же похищает его любимую женщину Айрис Уэст. Ситуация осложняется тем, что герой так и не нашёл в себе сил признаться ей в том, кто он есть на самом деле – и теперь Айрис может всё узнать не в лучшее время, не в лучшем месте…
…Все мы пострадали от одного и того же человека. Это его решения навсегда изменили наши жизни. Вы даже не представляете, как сложно найти того, кто мог бы понять нас и посочувствовать тому, что Флэш сотворил с нами. Поэтому, если вы разделите мою боль, я буду только счастлив.


 Разворот графического романа «Флэш. Книга 4. Беги без оглядки»

Рассказываемая Джошуа Уильямсоном история разгоняется и переносит нас то «к началу времён», то в уже упомянутый двадцать пятый век, где Флэш, впервые встретившись со своим «большущим фанатом», решает показать ему пару приёмчиков и поделиться некоторыми «флэш-фактами». 
Но самое главное путешествие – в недалёкое будущее, где Барри и Айрис видят, как их ещё не родившиеся дети (которые, по замыслу, «должны были стать героями»), разносят Централ-Сити - выбрав «путь негодяев». «Не совсем та флэш-семья, о которой ты мечтал, а?» - посмеивается Тоун, напоминая, что это такое – отсутствие родительской любви, каковы последствия того, что «их дорогого папочки практически никогда не было рядом»…
Их первые шаги… Первые слова… Их дни рождения… Что упустил Барри Аллен, пока Флэш спасал мир? Сколько раз ты говорил своим малышам: «Простите, что я опоздал?»


 Разворот графического романа «Флэш. Книга 4. Беги без оглядки»

Постоянно отвлекаясь на спасение чужих жизней, а то и всего человечества, воюя бок о бок с Лигой Справедливости во имя Высших Целей, Флэш (как мы уже хорошо знаем) неизменно всё личное отставляет в сторону – то опаздывая на свидания, то даже на устроенной в его честь вечеринке настолько погружаясь в свои мысли, что уж лучше бы ему и не приходить на неё вовсе.
«Смогу ли и дальше лгать женщине, которую люблю?» - переживает он, в разговоре по душам с Зелёным Фонарём заранее подозревая самый дурной вариант развития события: «А что, если я скажу Айрис правду… И она уйдёт?..» Но ему и в голову не приходит мысль, что одного признания мало: ведь если ты кого-то и правда любишь, ты должен быть с ним рядом, ставя на первое место всё-таки отношения, а не работу (пусть и такую важную)…
Барри… Я уже смирилась с тем, что ты всегда держишься в стороне… Что поделать, наверное, такой уж у тебя характер. Но если ты хочешь, чтобы у нас было будущее… Что бы ты там ни скрывал… Сейчас самое время сорвать пластырь с больного места и выложить всё начистоту.


 Разворот графического романа «Флэш. Книга 4. Беги без оглядки»

И только очередная встреча с убийцей, разрушившим ему жизнь («Его ненависть ко мне безгранична»), помогает Флэшу понять, что порой его самый главный враг – это он сам. И победить тут можно, разве что если начать выправлять не только чью-то ещё судьбу, но и свою собственную. Потому что с мира в семье и начинается мир во всём мире.
Что это, как не нравоучительный роман воспитания классического толка – только помещённый в оболочку фантастического экстра-приключения?.. Да ещё и с картинками!
Есть только один способ избежать того будущего, которое мы видели. И спасти Централ-Сити. Бежим со мной туда, где ты не сможешь навредить – никому и никогда…


 Обложка графического романа «Флэш. Книга 4. Беги без оглядки»

Читайте также:
Бумажные комиксы. «Флэш» Джошуа Уильямсона: «Негодяи: перезарядка»
Бумажные комиксы. «Флэш» Джошуа Уильямсона: «Молния бьёт дважды»
Бумажные комиксы. «Флэш» Джошуа Уильямсона: «Скорость тьмы»
Бумажные комиксы. «Месть Зелёных Фонарей»/ «Разыскивается Хэл Джордан» Джеффа Джонса
Бумажные комиксы. «Зелёный Фонарь» Джеффа Джонса: «Ничего не бойся» / «Перезарядка»
","
17.05.2019 | 
			Filmz.ru | Максим Марков"
"
						
			Второй шаг малыша Бамблби","
В «Paramount» довольны общемировыми сборами спин-оффа про автобота «Бамблби» из вселенной «Трансформеров». Касса - уже больше $400 миллионов. В связи с чем, как сообщает «Deadline», студия приступила к разработке второго фильма. 
Детали сюжета пока не разглашаются, но известно, что в сиквеле авторы планируют объединить силы Бамблби с Оптимусом Праймом.
Тем временем режиссёр картины Трэвис Найт рассказал о своих идеях для потенциального продолжения: 

 Подбираясь к финалу любого моего фильма, я всегда представляю то, что произойдёт с персонажами дальше. И у себя в голове я прокручиваю разные варианты развития событий и те приключения, которые могут поджидать Чарли, Бамблби и всех остальных героев в будущем. Если публика захочет увидеть продолжение, то мы вполне можем воплотить в жизнь несколько этих идей.

Подробности сюжета, участники каста, а также начало съемок и дата релиза будут объявлены позже.
","
24.01.2019 | 
			Сергей Горбачев"
"
						
			Роли исполняют: Энтони Маки, Аня Тейлор-Джой, Тим Роббинс и Лора Линни","


Энтони Маки получил роль в одном из эпизодов грядущего сезона «Чёрного зеркала». Кого именно сыграет актер, пока не сообщается, но сезон будет доступен на «Netflix» уже в этом году.  В шоу также получил роль Яхья Абдул-Матин II, известный по фильмам «DC». Сценаристом выступает Чарли Брукер.


Аня Тейлор-Джой сыграет главную роль в шестисерийном проекте «Ферзевый гамбит» от «Netflix» по книге Уолтера Тевиса. Сюжет сериала расскажет о невероятно талантливой шахматистке Бет Хармон, которая осталась сиротой во время Холодной войны. Примечательно, что в 2007 году «Ферзевый гамбит» хотел снять Хит Леджер, а на главную роль рассматривалась Эллен Пейдж. Отвечать за режиссуру и сценарий назначили Скотта Фрэнка («Логан»).


Тим Роббинс примерит образ умирающего от рака главы криминального подряда во втором сезоне шоу «Касл Рок» от «Hulu». Известно, что новый сезон сериала будет основан на романе Стивена Кинга «Мизери», а сюжет будет развиваться вокруг двух враждующих кланов, борьба которых приобретет максимальный пик после появления медсестры Энни Уилкс (Лизи Каплан). Также в сериале появится Гарретт Хедланд, которому досталась роль алчного племянника персонажа Роббинса.


Лора Линни вошла в актёрский состав режиссёрского дебюта Вигго Мортенсена «Падение». Актриса воплотит на экране роль сестры главного героя, которого сыграет сам Мортенсен. Картина повествует о гомосексуалисте Джоне Петерсоне, проживающем со своим партнером и приемной дочерью, пока неожиданно в размеренный образ жизни нетрадиционной семьи не врывается отец Джона - консервативный старик, который решает перебраться жить к своему сыну. В фильме также достались роли Сверрир Гуднасон («Девушка, которая застряла в паутине»), Лэнсу Хенриксену («Чужие»), Ханне Гросс («Охотник за разумом») и Терри Чен («Карточный домик»). Вигго Мортенсен выступает в качестве режиссёра, сценариста и продюсера картины.
","
25.03.2019 | 
			Сергей Горбачев"
"
						
			Рецензия на фильм «Ночная смена»","
«Ночная смена», Россия, реж. Марюс Вайсберг, в ролях: Владимир Яглыч, Павел Деревянко, Ксения Теплова, Наталья Бардо, Анна Михайловская, Валентина Мазунина, Сергей Глушко, Эмин Агаларов, Игорь Жижикин, Елена Валюшкина.
Потеряв работу, верные друзья поначалу стараются не расстраиваться: «Сварщик - профессия востребованная», - стало быть, прорвёмся. Однако вскоре становится понятно, что идти им некуда - разве что в стриптиз-клуб, куда зазывает Макса знакомая юности. Сергея туда поначалу не приглашают, но со временем и он тоже подтягивается.

Трейлер фильма «Ночная смена»
«Социальная комедия» - именно так! - Марюса Вайсберга не лишена отдельных привлекательных черт. Здесь отличное, заимствующее советский стиль начало: хроника кронштадтского завода «Янтарь», работники которого трудятся на благо страны с верой в светлое будущее. Здесь точная - и действительно социальная - расстановка сил: в настоящее время завод обанкротился, денег нет и не будет, директора взяли за растрату, а бухгалтерша намекает, что необходимо приложить дополнительные усилия для того, чтобы получить и без того уже заработанное. Здесь есть эпизод, наглядно живописующий коррупцию в правоохранительных органах.
Нельзя отрицать и наличие некоторых шуток, связанных с основной темой кинокартины. Смешны и выразительны уже псевдонимы страстно обнажающихся артистов: Женя Кинг Конг, Кирюха Лиссабон, Васька Обама (к сожалению, наш герой нарекает себя менее ярко - Электродом). Нелеп и неловок дебют в семейных трусах; ужасает приват для учительницы литературы в костюме псевдо-Бэтмена - но в рамках рассказываемой истории даже это смотрится, страшно сказать, органично: жанр подобное предполагает. К тому же этот костюм обыгрывается тут и иначе: Макс выходит в нём на улицу под песню «Я милого узнаю по походке», после чего в таком вот виде оказывается в дежурном участке.


Фотография со съёмок фильма «Ночная смена»

С песнями есть и другой сюрприз: в одной из сцен фильма вдруг возникает БГ со знаменитой строчкой «Некоторые женятся, некоторые так», которая вроде как тоже подходит к сюжету, однако с другой стороны... Не отделаться, короче, от ощущения, что Борису Борисовичу не следует так слепо доверять тянущимся к нему с денежкой кинематографистам. Ведь отношение некоторых к прекрасному с лихвой проявляется в употребляемой ими почти пушкинской фразе «Мы свой кюхельбекер никому не показываем».
В остальном же (и даже в большей степени) «Ночная смена» в полной мере попадает под характеристику, которую одна из участниц событий выдаёт своим коллегам по клубной сцене: «Здоровые мужики с детским мозгом». Со всеми соответствующими вытекающими.


Фотография со съёмок фильма «Ночная смена»

Читайте также:
Рецензия на анимационный фильм «Суперсемейка 2»
Рецензия на фильм «Черновик»
Рецензия на фильм «Тренер»
","
21.06.2018 | 
			Filmz.ru | Максим Марков"
"
						
			Шьямалан против сиквелов","
Портал «Vulture» опубликовал интервью с режиссёром и сценаристом М.Найтом Шьямаланом, в котором было затронуто будущее созданной им вселенной. Шьямалан сделал смелое и несвойственное Голливуду заявление, что даже если «Стекло» окажется успешным в прокате, снимать продолжение он не собирается:

Меня это не интересует, можете не волноваться. Всё-таки устраивать представления с обилием пиротехники у меня не получается. Я понятия не имею, как они создают кино вроде «Мстителей». И я специально стараюсь выкупать права на сиквелы собственных фильмов, чтобы их точно никто не снял.
Также Шьямалан более подробно объяснил, как он планировал изначально объединить «Неуязвимого» и «Сплит» в один фильм: 

Дэвид и Орда (так режиссер называет совокупность всех личностей персонажа Джеймса МакЭвоя) должны были встретиться на вокзале, после чего Дэвид начинал преследование. Но в таком случае возникли бы проблемы с нарративом. Если вы поднимаете ставки, то обратить всё вспять уже не получится. Например, рассказывая историю о похищении девочек, вы запускаете таймер, который не позволяет глубоко исследовать характер Дэвида Данна. Но именно на нём, его жене и сыне я хотел сфокусировать внимание в «Неуязвимом».
Остается надеяться на то, что реабилитированный Шьямалан не поступится своими принципами и продолжит снимать новые картины в своем фирменном стиле, не теряя время на высосанные из пальца сиквелы. 
Финальная схватка мистера Стекла, Неуязвимого и Сплита на российских экранах начнется 17 января.
","
11.01.2019 | 
			Сергей Горбачев"
"
						
			Хранители бьют рекорды","
Новое шоу Дэймона Линделофа «Хранители» собрали у экранов в среднем по 7,1 млн зрителей за эпизод, установив рекорд этого года. Таким образом,  шоу Дэймона Линделофа стало самым просматриваемым новым сериалом года на телеканале «HBO». «Хранители» также оказались самым популярным сериалом канала, побив рекордные рейтинги «Большой маленькой лжи».
Больше нет никаких сомнений, что «HBO» продлит сериал на второй сезон, осталось дождаться официального заявления, которое, вероятно, состоится в ближайшее время.
","
05.12.2019 | 
			Сергей Горбачев"
"
						
			Взгляд снайпера в «Битве за Севастополь»: мастер-класс режиссёра Сергея Мокрицкого","
В рамках 15-ой международной выставки оборудования, услуг и новых технологий для кино- и телепроизводства «СPS-2018» прошло немало лекций и мастер-классов на темы, так или иначе связанные с кинематографом. В числе выступавших был и Сергей Мокрицкий - известный оператор (помимо прочего он снял, например, картину «Изображая жертву»), десять лет назад переквалифицировавшийся в режиссёры - причём очень хорошего, если судить по «Битве за Севастополь» (а в мае мы сможем оценить поставленный им «Черновик»). Его мастер-класс назывался «От кадра к фильму», вашему вниманию - беглый конспект этой встречи. 


Режиссёр Сергей Мокрицкий на мастер-классе в рамках 15-ой выставки «СPS-2018»

Оттолкнувшись для начала от заявленной темы, режиссёр напоминает простую последовательность величин: сперва идёт кадрик - как одна клеточка нашего организма, следующая единица - план (от режиссёрского выкрика «Начали» и до сказанного «Стоп»), потом - сцена, и лишь затем - эпизод («Многие считают, что эпизод меньше сцены, но на самом деле эпизод может состоять из нескольких сцен»). Однако далее разговор уходит уже в другом, более общем направлении.
«Теперь не снимать кино и не фотографировать нельзя, - Мокрицкий показывает собравшимся свою новую фотокамеру с функциями видеосъёмки и мгновенного фотошопа. - Как некогда в начале человек мычал, а потом возникло слово - и никто уже не будет мычать»; такая камера сегодня – «это уже целое предложение». «Впереди - новая увлекательная жизнь с этими штуками, - уверен режиссёр, призывая всех повнимательнее осмотреть саму выставку со всеми её техническими новинками. - Но она имеет свои издержки»: к чему может привести этот прогресс, применимо к кинематографу?
Вот есть теперь и 4К, и 8К - вроде бы, хорошо. Но «мы никогда не видели перхоти на пиджаках у актёров, когда снимали на плёнку». На сериале «Баязет» (Мокрицкий был на нём оператором) всем клеили бороды и клеили криво - и всё было хорошо, никто ничего на экране не замечал. Но кто у нас сможет теперь приклеить бороду так, чтобы при 4К это было незаметно?.. «А про перхоть я уже не говорю».
«Я очень люблю среду», - уже позднее говорит он: туман всё прячет. «Давай мне хоть 16К, я туманом всё собью до двух - мне больше двух не надо. Оно не надо. Оно ворует образ». Соглашаясь ещё, что 4К подойдёт для съёмки зрелищных концертов, Мокрицкий сомневается, что такое высокое разрешение так уж необходимо для кино.


Режиссёр Сергей Мокрицкий на мастер-классе в рамках 15-ой выставки «СPS-2018»

Пытаясь осмыслить, как жить с 4К, режиссёр вспоминает слова Тарковского, в своё время говорившего, что из-за технического прогресса человек попадёт в такую вилку: жизнь будет требовать от него такого же прироста духовности, нравственности, человечности. «Иначе мы будем горбатенькими - одно плечо выросло, а другое нет. Необходимо и второе плечо выращивать».

Мокрицкий приводит не самый очевидный, но всё же понятный пример: раньше его бабушка для того, чтобы напоить мужа чаем, должна была набрать хвороста, сходить за водой и т.п., то есть, совершить довольно много требующих затрат операций. Сейчас же достаточно просто включить чайник. Демонстрация любви к человеку, которому предназначен этот чай, не требует уже никаких усилий.
«Сейчас нет отмазки, чтобы не делать кино», как это было раньше. «Что вас зажимает? Какая идеология?.. Вот вам вся киностудия», - лектор вновь возвращается к своей фотокамере, и вновь повторяет: «4К требует от вас духовного порыва, знания и желания на уровне 4К». Встреча проходит в офисе Школы Александра Митты - и Мокрицкий убеждён: эта школа «даёт вам этот порыв».
«Один из последних гениев современности - Рустам Хамдамов, его фильм - всегда событие», - Мокрицкий говорит нам и про «Рабу любви», и про недавний «Мешок без дна». Когда недавно он поделился с Хамдамовым своими переживаниями по поводу «проблемы 4К», тот напомнил ему про их совместную работу над «Вокальными параллелями»: «Вы разве забыли главную мысль? Там же много раз говорят: ""Лев состоит из хорошо переваренной баранины""». Так что всё, что вы будете читать, смотреть - это всё для вас та самая баранина. Если вы понадеетесь, что техника сделает за вас работу, ничего не будет - техника сама фильм не сделает. Это должны сделать вы.

Фрагмент из фильма «Вокальные параллели»
При этом Мокрицкий готов использовать современные возможности во благо художественному замыслу. Например, «можно получить безумно интересное движение камеры, чтобы снять сцену одним куском - сейчас нет никаких ограничений. Любое пространство может быть высвечено так, что мы можем работать на 360 градусов, раньше такое было невозможно (было всего два-три оператора, которые могли так сделать). Я призываю вас так работать».
О чём ещё стоит сожалеть, так это о том, что «у нас абсолютно нет культуры звуковых панорам - наши режиссёры совершенно не думают, как создать звуковой художественный образ». Звук значительнее «зримее», чем изображение, изображение более конкретно. И с этим надо работать. 
Тут Мокрицкий приводит пару примеров из своей последней работы - над фантастическим «Черновиком». Сожалеет, что остановился на «Долби 5.1» - эта система «работает только в горизонтальной плоскости», и у него не вышло звуком сделать попадание камня в потолок: тут нужно уже «Долби 7.1». Но радуется, что получилось реализовать придуманную им «очень эффектную вещь»: в фильме будет момент с вращением камеры вокруг двух героев - и режиссёр попросил сделать так, чтобы и звук кружился тоже. То есть, в кадре поёт певица, это «локальный источник звука»; и когда камера кружится, звук перемещается тоже, оказываясь то спереди, то позади, то его в какой-то момент вовсе не слышно. «Мы три таких круга нарезаем - получается очень эффектно. Это один план, он не монтирован. Это звуковое решение сцены».
В следующий раз Мокрицкий вспоминает про «Черновик», когда даёт собравшейся молодёжи совет задуматься об освоении принципиально новых кинематографических профессий, которые обязательно сейчас возникнут и будут востребованы. Старые профессии, конечно, не умрут, драматурги будут нужны всегда. Но у Чаплина не было звукооператора, а операторов когда-то делали из фотографов; «Моя бабушка не знала, что такое компьютерщики - не было таких людей». «Я бы на вашем месте прикинул, что бы могло быть полезно кино». 

Трейлер фильма «Черновик»

В «Черновике» есть четыре мира - режиссёр проводит аналогию со «Звёздными войнами» и «Валерианом», но отмечает, что создание придуманных миров у нас идёт очень туго: «Очень не хватает креатива». Из удачных российских примеров Мокрицкий вспоминает разве что «выдуманное фэнтези» «Шпион» с его придуманной несуществующей Москвой («Очень красивый фильм, изумительно операторский»). 
Для того чтобы создавать такие миры, нужны консультанты: «Зрительское кино будет двигаться в этом направлении». Вот американцы - например, «Марвел» - создают эти миры как семечки. «Баба Яга в ступе полетала уже, - речь зашла о «Последнем богатыре», - дальше её надо развивать, придумывать что-то новое». Тут очень бы пригодился некий «анализатор русской мифологии» - который и понимает специфику кино, и владеет компьютерной графикой, и способен создавать эти образы. «Озолотитесь!» - обещает Мокрицкий, подчёркивая: «Если есть герой живой, активный - под него легко написать сценарий». 

Режиссёр приводит пример своего общения с дольщиками, которые не могут уложить рельсы там, где он указал («Это невозможно!»), но и сами не предлагают никаких вариантов: «Ты предлагай, ты же режиссёр». – «Но я же говорю: отсюда – сюда». – «Это невозможно». Кинематографу нужны те, кто будет сам предлагать удачные варианты.

Ещё раз Мокрицкий упоминает 4К, когда рассказывает секрет одного удавшегося каскадёрского трюка, считавшегося почему-то самими каскадёрами «невозможным». А он просто договорился с каскадёром, как тот должен действовать, сколько шагов пройти и когда упасть, а затем, исходя из этого, поставил аналогичную задачу перед актёром, который должен был в «немца» выстрелить. Действуя по указанию режиссёра одномоментно, каскадёр и артист ко всеобщему удивлению добились требуемой синхронности: «4К иногда уступает простому человеческому общению», - подытоживает лектор.

Трейлер фильма «Битва за Севастополь»
Тут пора перейти к не менее поучительной части мастер-класса, выросшей из моего (не буду этого скрывать) вопроса про «Битву за Севастополь». Героиня Юлии Пересильд, как мы помним, снайпер; понятно, что она то и дело (как нам может запомниться) смотрит в снайперский прицел своей винтовки; как сделать так, чтобы этот её повторяющийся взгляд не был однообразным и скучным?.. 
Мокрицкий вопросу обрадовался, потому как над решением этой проблемы размышляет постоянно. По его словам, «все учебники, начиная с Аристотеля», учат нас следовать «правилу трёх вещей», даже на картине про витязя на распутье - три дороги: направо, налево, вперёд - не более. 
Это «убогая мысль», но всё должно развиваться - и должно быть три ступеньки развития. Если муж не любит жену, то в первый раз он просто сделает ей замечание, во второй - уже ударит, а в третий – «прищучит, задушит и выбросит из окна». Нельзя три раза повторять одно и то же. В третий раз он должен обидеть её более жёстко, чем в первые два.
Три раза. Если что-то в фильме происходит более трёх раз, это уже начинает приедаться. И каждый раз ты что-то добавляешь. И у меня она стреляет три раза. 


Режиссёр Сергей Мокрицкий на мастер-классе в рамках 15-ой выставки «СPS-2018»

Первый раз, когда она делает первый выстрел, она долго решается, не может нажать на курок.
Эпизод «Первая жертва» - где-то на сороковой минуте картины. Мокрицкий находит его - и подробно объясняет. «Тут я делаю макросъёмку: первый выстрел тяжёлый должен быть». «Звук как сквозь вату», - героиню контузило. К тому же режиссёр вспомнил лето в Одессе - и добавил в звуке летающих над героями мух: «Они делают атмосферу правильную». 
В основе сцены - миф о Робин Гуде: необходимо дважды попасть в одну точку. Героиня стреляет не сразу: немец успевает убить того, кто стоял рядом с нею; только после того, как враг убил её товарища, она получает право выстрелить - до этого не имела. При этом сам полёт пули режиссёр называет не иначе как «бездарный компьютерный кадр». 
«Само визуальное действо в отрыве от драматургии не имеет значения». «Мы помним свою первую любовь, но семнадцатую уже забываем. Исходя из личного опыта, я пытался это передать в первом выстреле». 
«Второй прицел - драматургический, называется «Месть». Убили её любимого человека, и она убивает врага частями, по капельке, она наслаждается этим убийством. Как Юля это сыграла!... Вот она попадает в колено - улыбается, видите?.. И мы ползём вдоль этого страшного ружья...». (На экране Цыганов прекращает эту казнь своим «Отставить!») «Получается, что здесь уже совершенно другая ситуация относительно ""снайпер - жертва""».

Фрагмент из фильма «Битва за Севастополь»
И третий раз - дуэль один на один. Последняя жертва - больше она стрелять не будет. Тут очень важно время. Дуэль - это не вышел и стрельнул, это сутки лежания неподвижно. Там такой же матёрый противник. Израненная, обескровленная героиня уже не может это выносить... Ночь начинается - я показываю время...
В этом эпизоде, к слову, звучит мелодия Евгения Гальперина, уже ставшая к тому времени одним из мотивов «Голодных игр»; особенности прав позволили композитору использовать её дважды. 
«Мотыльки на свет прилетают, она слилась с природой, она как камень: даже животный мир начинает их не замечать, этих людей. Мне хотелось этих жуков, они что-то мне давали». Божья коровка на ружье: «Она уже играла до этого, сейчас она напоминает ей Лёню, как они целовались». Мокрицкий делится тут анекдотом про то, что эта настоящая божья коровка была ему настолько важна, что когда «актрисы» уползли-разлетелись, он пообещал сто долларов тому, кто её найдёт (и надо так понимать, что выплатил). 
Переходя к финалу эпизода - где героиня нарисовала себе на лбу мишень и в итоге обыграла противника, - Мокрицкий выполняет некогда данное обещание: каждый раз при демонстрации этого эпизода с убитым немецким снайпером давать следующее пояснение. «Мне показалось, что он на Гитлера должен быть похож: что мелочиться. Мы искали образ этого немца, её 309-й жертвы, листали фотографии». Но уже после премьеры на студию пришло письмо - от людей, узнавших в убитом фашисте своего родственника. Оказалось, что это советский разведчик - засекреченный, как Штирлиц. Мокрицкому ничего не оставалось сделать, как извиниться, посетовав на то, что он ничего об этом не знал при работе: секретность, значит, была такова, что разведчик до сих пор в архивах числится как немец. 
Но - снова к выводу: «Это три раза - больше не надо». Остальные выстрелы, напоминает режиссёр, оставлены в клипе. «Такими драматургическими ступеньками мы двигаемся». «Каждый раз, если я что-то такое снимаю - три раза необходимо показывать одно и то же, только с разными ступеньками. И тогда оно работает как образ. Ну, можно какую-то детальку показать и один раз, но лучше - три раза. Можно показать, как герой три раза ест уху: ну, ест и ест, если не об этом речь. Но если о снайпере идёт речь, тут важны отношения «снайпер – жертва». Вот это интересно».


Режиссёр Сергей Мокрицкий на мастер-классе в рамках 15-ой выставки «СPS-2018»

И под конец - финальный монолог, который, кажется, был произнесён вовсе не в финале, но и данный материал всё-таки - не дословная и последовательная запись состоявшейся встречи:
«Мне очень нравится эти приёмы выдумывать каждый день. У меня есть теория, почему. В детстве меня воспитывала бабушка, религиозная, и я с детства знал, что мы созданы по образу и подобию божьему. Что меня удивляло: Бог же должен быть совершеннее, чем я!.. Но вот я вырос и сам ответил на этот вопрос.
Мы ведь знаем несколько категорий божественного, и одно качество Господа: Бог - творец. Он как мы: мы же творим кино, зная, что будет дальше (останется герой в живых или нет). Он всё это делает, потому что он - творец. У него есть потребность творить. И если вы сюда попали - у вас это тоже есть, есть потребность творить. В этом и есть ""по образу и подобию"". Вот что меня с этим роднит (другой связи нет).
И в кино надо подбирать компанию людей, которые исповедуют те же принципы. Их надо собирать, поэтому приглядывайтесь: один вы эту махину не двинете - необходимо иметь плечо, которое будет рядом. Пять-шесть человек надо, чтобы вы были одного караса, одной крови, одной философии».


Режиссёр Сергей Мокрицкий на мастер-классе в рамках 15-ой выставки «СPS-2018»


","
31.03.2018 | 
			Filmz.ru | Максим Марков"
